CNTSTUID,ST001D01T,AGE,ST004D01T,IMMIG,ST082Q01NA,ST082Q02NA,ST082Q03NA,ST082Q08NA,ST082Q09NA,ST082Q12NA,ST082Q13NA,ST082Q14NA,ST034Q02TA,ST034Q05TA
12427343,10,15.83,2,1,2,3,4,4,3,4,2,3,2,2
12426606,10,15.67,2,3,3,3,3,3,3,3,3,3,3,3
12430135,10,15.75,2,1,3,3,3,3,3,3,3,3,2,2
12429746,10,16,2,3,3,3,3,3,3,3,3,3,2,2
12419229,10,15.92,2,2,3,3,3,2,2,3,3,4,1,1
12405867,10,15.92,2,2,3,3,3,3,3,3,3,3,1,1
12409253,10,15.58,2,2,3,3,3,2,3,3,3,3,2,2
12423660,10,15.75,2,2,3,4,4,4,4,4,4,4,4,4
12427978,10,16,2,1,2,3,3,3,2,3,2,3,2,2
12416987,11,16.17,1,3,3,3,3,3,3,3,3,3,2,2
12421323,11,16.17,2,1,3,4,3,3,3,3,3,3,2,2
12407596,10,15.75,1,1,4,3,3,3,2,3,4,4,2,2
12426835,10,15.42,1,1,2,3,3,2,3,3,3,3,3,2
12425670,10,16.17,1,3,3,999,3,3,3,3,3,4,2,2
12409676,10,15.58,1,1,3,3,3,3,4,3,4,4,2,2
12412401,10,15.75,1,3,3,2,3,2,3,2,3,3,4,4
12405232,10,15.33,1,1,4,3,2,3,3,3,3,4,999,3
12409067,10,15.67,1,1,3,3,3,3,2,3,3,3,2,3
12426726,10,16,1,2,3,3,3,3,3,3,3,3,1,2
12404383,10,16,1,3,1,2,3,3,3,4,2,3,2,2
12402773,10,16,1,1,3,3,3,3,3,3,3,3,1,1
12416143,10,15.67,1,2,2,3,3,3,3,4,2,3,2,2
12410783,10,15.42,1,1,1,3,3,3,1,3,1,2,4,2
12429859,10,16,2,999,999,999,999,999,999,999,999,999,999,999
12408560,10,15.83,2,1,2,3,3,3,3,4,1,3,2,2
12419583,10,15.42,2,1,3,4,3,3,3,4,4,3,3,2
12410280,10,15.42,2,3,4,3,4,4,4,4,4,4,1,2
12425050,10,15.75,2,3,3,3,2,2,3,3,3,2,3,3
12404862,10,15.5,2,1,2,3,3,3,3,3,3,3,3,3
12404464,10,16.25,2,999,999,999,999,999,999,999,999,999,999,999
12413068,10,15.5,2,3,4,3,3,3,4,3,4,4,1,2
12401698,10,15.42,2,1,4,4,4,3,4,3,4,4,3,2
12400041,11,16.17,1,2,4,3,3,3,2,3,3,4,2,2
12404732,11,16.25,2,1,3,3,3,3,3,3,3,3,2,2
12424368,9,15.67,1,999,2,3,3,3,3,3,3,3,2,2
12427662,9,15.42,2,1,2,3,3,3,3,3,3,3,2,2
12406175,9,15.5,2,3,3,3,3,3,3,3,3,3,2,2
12426408,9,15.42,2,1,2,2,3,3,1,1,3,3,2,2
12402242,10,15.67,1,1,4,3,3,3,3,3,3,4,2,1
12403552,10,15.83,1,1,3,3,2,3,2,2,3,3,2,2
12427191,10,15.83,1,1,4,3,3,3,3,3,3,3,2,2
12416062,10,16.08,1,1,2,3,4,4,3,4,3,3,3,2
12411164,10,16.08,1,1,1,3,3,3,3,3,3,3,2,2
12416981,10,15.5,1,1,3,4,2,3,3,3,2,3,3,2
12402891,10,15.75,1,1,2,4,4,4,2,2,2,4,2,2
12424576,10,15.5,1,3,3,4,3,3,3,4,3,3,2,2
12408595,10,16,1,1,3,3,3,3,3,3,3,3,2,2
12422227,10,15.75,1,1,2,3,3,3,2,3,3,3,2,2
12425481,10,16.33,1,1,3,3,3,3,3,2,3,3,2,2
12425873,10,16.33,1,1,2,4,3,4,2,4,2,3,2,2
12423292,10,15.58,2,1,3,3,3,3,4,3,3,3,2,2
12422316,10,15.5,2,1,3,2,2,2,3,2,3,3,4,4
12427921,10,16.17,2,1,2,3,3,3,2,3,2,2,2,2
12422224,10,16.08,2,1,3,3,3,3,3,4,1,3,2,1
12415349,10,15.58,2,999,2,3,1,3,2,3,2,3,2,2
12401529,10,15.42,2,1,3,3,4,4,3,3,3,3,3,2
12419686,10,16,2,1,1,3,2,2,2,3,2,2,3,2
12413185,10,16.08,2,1,999,999,999,999,999,999,999,999,999,999
12404628,10,15.83,2,1,2,4,1,3,4,4,2,2,3,2
12430159,10,16.25,2,1,3,3,3,3,3,3,4,4,4,4
12402025,10,16.17,2,1,4,4,4,4,4,4,4,4,1,2
12429809,10,15.42,2,1,3,4,4,4,4,4,4,4,4,4
12407727,10,15.83,2,1,1,1,1,1,1,1,1,1,2,4
12414857,10,15.58,2,1,3,3,3,3,3,3,2,3,3,2
12407403,10,15.75,2,1,999,999,999,999,999,999,999,999,2,1
12420553,10,16.08,2,1,3,3,3,3,3,3,3,3,4,3
12428410,10,15.83,1,1,2,4,4,3,3,3,2,3,3,3
12406776,10,15.67,1,3,4,3,4,4,4,4,4,4,2,2
12415497,10,15.92,1,2,3,4,4,4,4,4,4,4,1,1
12426831,10,16,1,2,3,3,4,4,4,4,4,4,2,2
12420639,10,15.67,1,999,999,999,999,999,999,999,999,999,999,999
12420310,10,15.83,1,1,3,3,4,3,2,3,2,3,2,2
12411084,10,15.42,1,3,4,4,4,4,4,4,4,4,1,1
12406717,10,15.83,1,1,1,3,3,3,3,3,3,3,2,2
12420418,10,15.92,1,2,4,3,3,3,3,4,3,4,2,2
12419248,10,16,1,2,3,3,3,3,4,3,4,3,2,2
12425546,10,16.17,1,999,999,999,999,999,999,999,999,999,999,999
12419821,10,15.83,1,2,4,3,4,3,3,3,3,3,2,2
12425683,10,16.17,1,3,3,3,3,3,3,3,3,3,2,2
12405117,10,15.67,2,3,3,3,4,4,3,4,4,4,2,2
12400451,10,15.92,2,3,3,3,4,3,4,3,2,3,2,2
12421213,10,16.17,2,1,2,2,2,2,2,3,2,2,4,4
12408167,10,15.92,2,1,3,3,3,3,3,3,3,3,3,2
12401687,10,15.67,2,3,2,4,4,3,2,3,2,2,2,2
12429271,10,16.17,2,3,2,3,2,2,3,3,4,3,1,2
12427449,10,15.42,2,1,3,3,3,2,2,1,1,2,2,2
12401722,10,16.17,2,3,3,3,3,3,3,3,3,3,3,2
12417591,10,16,2,1,2,3,3,3,3,3,3,3,3,1
12400399,10,15.75,2,1,3,3,3,3,3,3,3,3,2,2
12404916,10,15.5,2,2,3,3,3,3,3,3,3,3,2,2
12419041,10,16,2,2,3,2,3,3,3,3,3,3,2,2
12412524,10,16.33,2,3,1,2,2,2,2,2,2,2,3,2
12410140,10,15.83,2,2,2,3,3,3,3,3,3,3,2,2
12409192,10,15.67,2,2,3,2,3,3,1,1,1,2,3,2
12409335,10,15.92,2,1,1,4,3,1,1,1,1,1,1,1
12408056,10,15.5,2,3,4,2,3,2,3,4,2,3,2,3
12404531,11,16.33,1,1,3,2,3,3,3,3,3,3,2,2
12409690,11,16.33,2,3,3,3,2,3,2,2,3,3,2,2
12409331,10,16.17,1,2,3,2,3,3,2,3,3,3,2,2
12405769,10,16,1,2,3,4,4,3,4,3,3,3,2,2
12400633,10,15.58,1,1,3,2,3,3,3,3,3,3,2,2
12425460,10,16.17,1,2,2,3,3,3,3,3,3,4,2,2
12419797,10,15.75,1,1,4,4,4,4,4,4,4,4,1,1
12400250,10,16.17,1,3,2,4,3,3,3,4,4,3,2,2
12416502,10,15.42,1,1,3,3,4,3,3,4,3,3,2,2
12428128,10,15.58,1,2,2,3,4,2,3,3,3,3,2,2
12412099,10,15.58,2,999,4,4,4,4,4,4,4,4,2,2
12419646,10,15.75,2,2,4,3,3,3,3,3,3,4,1,1
12423556,10,15.83,2,1,4,4,4,4,4,4,4,4,1,1
12408432,10,15.92,2,1,4,4,4,4,3,4,4,4,2,1
12404537,10,16.17,2,2,1,4,3,4,2,3,3,3,2,2
12402297,10,15.58,2,1,4,4,4,4,4,4,4,4,1,1
12419355,10,16,2,2,2,3,3,3,3,3,3,3,2,2
12412425,10,15.75,2,2,4,3,1,1,3,3,3,3,1,1
12420248,10,15.42,2,1,3,999,3,3,3,3,3,4,3,999
12424910,10,16.25,2,2,3,3,3,3,4,3,3,3,2,2
12404148,10,15.5,2,2,4,3,3,3,2,4,4,3,2,3
12422359,10,15.67,2,2,4,4,4,4,4,4,4,4,1,1
12429081,10,16.17,2,1,2,3,3,3,2,3,2,3,2,2
12408440,10,16.08,2,2,2,3,3,3,1,3,2,3,3,2
12406192,11,16.33,1,3,4,3,3,2,4,4,4,3,3,2
12412373,11,16.25,1,2,3,3,3,3,3,3,3,3,2,2
12420866,11,16.33,2,1,3,3,3,3,3,3,3,3,2,2
12414237,9,15.33,1,1,2,4,4,3,3,3,3,3,2,1
12419393,9,15.42,1,999,999,999,999,999,999,999,999,999,999,999
12412705,9,15.5,2,1,3,3,3,3,3,4,3,3,2,2
12429147,10,15.67,1,1,3,3,3,3,4,4,4,4,3,2
12403571,10,15.92,1,1,3,3,3,3,3,2,3,3,1,1
12400540,10,15.67,1,1,2,3,3,3,3,3,3,3,2,2
12422030,10,15.83,1,3,2,4,4,4,3,4,4,4,2,2
12400013,10,15.83,1,1,4,3,3,3,4,3,2,4,3,2
12426773,10,15.83,1,1,3,4,4,3,3,3,3,4,3,3
12425936,10,15.5,1,999,999,999,999,999,999,999,999,999,999,999
12427821,10,15.92,1,1,4,3,3,3,3,3,3,3,3,2
12400455,10,15.92,2,1,3,3,3,3,3,3,3,4,2,2
12400174,10,15.83,2,3,4,3,4,4,4,4,4,4,2,1
12411749,10,15.5,2,1,3,3,4,3,3,3,4,3,2,2
12412649,10,15.67,2,1,3,3,3,3,3,3,3,3,2,2
12419754,10,15.67,2,1,2,2,3,3,2,3,2,3,2,2
12427222,10,15.67,2,999,999,999,999,999,999,999,999,999,999,999
12402496,10,15.75,2,999,999,999,999,999,999,999,999,999,999,999
12413855,10,15.67,2,1,2,4,3,3,3,3,4,4,2,1
12410169,10,15.67,2,1,4,3,3,3,4,4,4,4,3,3
12407205,10,15.58,2,1,3,3,3,3,3,3,3,3,2,2
12428080,10,15.5,2,1,2,3,2,2,2,2,2,2,2,2
12421242,10,15.33,2,1,2,3,3,3,2,3,2,2,2,2
12420379,10,15.5,2,999,999,999,999,999,999,999,999,999,999,999
12413027,10,15.33,1,1,2,3,3,2,2,2,2,2,3,3
12402311,10,15.67,1,3,2,2,3,2,3,3,2,3,1,1
12406403,10,15.5,1,2,3,3,3,3,3,3,3,3,2,2
12422883,10,15.92,1,1,3,3,3,3,4,4,4,3,2,2
12412057,10,15.92,1,1,3,4,3,3,3,3,3,4,2,2
12404466,10,16.08,1,1,2,3,3,3,3,3,2,3,4,1
12403025,10,15.83,1,1,3,3,3,3,4,4,3,4,2,2
12414329,10,15.92,1,3,3,3,3,4,3,4,3,3,1,1
12430749,10,16,1,1,3,3,2,3,3,3,3,3,2,2
12420596,10,15.42,1,2,2,3,3,2,3,3,2,3,3,3
12410707,10,15.67,1,2,3,3,4,4,3,4,2,4,1,1
12428352,10,15.5,1,3,3,3,3,4,3,4,4,3,3,2
12412534,10,15.5,2,1,3,3,3,3,4,3,3,3,1,2
12423142,10,16,2,2,3,3,4,4,4,4,4,4,2,2
12407471,10,15.5,2,1,3,4,3,3,2,2,2,4,1,2
12425107,10,15.83,2,3,2,3,2,1,1,1,1,3,4,3
12405487,10,15.33,2,2,3,3,3,3,4,3,3,3,2,2
12411134,10,15.58,2,3,3,3,3,3,3,3,3,3,3,1
12411518,10,15.33,2,3,3,4,4,3,3,3,3,3,2,2
12428017,10,15.42,2,1,3,4,2,1,2,3,3,2,1,1
12423795,10,16.08,2,1,1,3,3,3,2,1,1,1,3,2
12400253,10,16.08,2,1,2,4,3,3,3,3,2,3,2,2
12426702,10,16.08,2,1,3,3,2,2,2,2,2,2,2,3
12423106,10,15.5,2,3,3,3,4,3,3,3,3,3,2,4
12422335,10,15.75,2,3,3,3,3,3,3,3,3,3,3,2
12413094,10,15.58,2,1,2,3,1,2,2,3,2,2,2,2
12412063,11,16.17,1,2,1,3,3,3,2,3,1,3,1,2
12429022,11,16.25,2,3,3,3,3,3,3,3,3,3,2,2
12407188,10,15.42,1,1,3,2,3,3,2,4,3,3,2,2
12401859,10,16.25,1,1,3,2,3,3,3,3,3,3,1,1
12404872,10,15.67,1,1,3,2,3,3,3,2,3,2,3,2
12411884,10,15.75,1,1,3,3,3,3,3,3,2,3,2,2
12412932,10,16.25,1,1,999,999,999,999,999,999,999,999,999,999
12406625,10,15.58,1,1,4,3,4,4,4,4,4,4,1,2
12412160,10,15.92,1,1,2,3,3,3,2,3,2,2,2,2
12415615,10,15.75,1,1,3,3,1,1,2,2,3,2,3,2
12409368,10,16.08,2,1,4,4,4,4,4,4,4,4,1,1
12421439,10,15.75,2,1,4,3,4,3,4,3,4,4,2,2
12420558,10,16.08,2,1,3,3,3,3,2,3,4,3,3,2
12418471,10,15.75,2,1,4,2,2,2,4,2,4,4,2,2
12409549,10,16.17,2,1,1,3,3,3,2,3,1,2,3,3
12418863,10,16,2,1,2,3,3,3,2,3,2,3,3,2
12400894,10,16.17,2,1,4,4,3,3,3,2,2,4,4,4
12404902,10,16.08,2,1,4,3,3,3,4,3,4,4,1,2
12401934,9,15.75,2,1,3,3,3,3,3,3,3,3,2,2
12424328,9,15.58,2,1,1,3,4,3,3,3,1,2,2,2
12429292,9,15.42,2,3,3,3,3,3,3,3,3,3,3,2
12429918,9,15.67,2,1,3,2,3,3,2,3,2,3,2,2
12403848,10,16.25,1,1,3,4,4,4,2,4,3,3,3,2
12428187,10,16.25,1,1,3,3,3,4,4,4,2,3,2,1
12419635,10,16.17,1,999,3,3,3,3,3,3,3,3,2,2
12413942,10,15.5,1,1,2,4,4,4,3,4,1,4,3,2
12421066,10,15.83,1,1,2,3,4,3,4,3,2,3,1,2
12405840,10,15.92,1,1,1,3,3,3,2,4,2,2,3,3
12430250,10,16.17,1,1,4,4,4,4,3,4,4,3,2,1
12402624,10,15.42,1,2,3,3,3,3,4,3,4,4,2,2
12400984,10,16.33,1,1,3,3,3,2,3,3,3,3,2,2
12427681,10,15.58,1,2,3,4,4,4,3,4,3,4,3,3
12428842,10,15.67,1,1,2,3,3,2,3,2,2,3,2,2
12425796,10,16.33,1,1,3,3,4,3,3,4,3,2,3,1
12408228,10,16.33,1,1,3,3,3,3,3,3,2,3,1,1
12427525,10,15.75,1,1,2,3,3,3,2,2,2,3,1,1
12417332,10,15.83,1,1,2,3,3,3,2,3,2,3,1,2
12406407,10,15.67,1,1,3,3,4,4,3,3,3,4,1,1
12424429,10,16.08,1,1,3,4,4,3,3,3,3,3,4,4
12420438,10,16.08,2,1,2,3,3,3,3,3,3,3,2,2
12411075,10,16,2,3,1,4,4,3,2,3,2,3,2,3
12430635,10,15.67,2,2,3,2,3,3,3,3,3,3,2,2
12414287,10,16.25,2,1,3,2,3,3,2,3,3,3,2,2
12426532,10,16.33,2,1,3,3,3,3,2,3,2,3,3,2
12414723,10,15.75,2,3,2,3,3,3,3,3,2,3,2,2
12404267,10,16,2,1,3,3,3,3,3,3,3,3,3,2
12418951,10,16.33,2,1,3,3,3,3,4,4,3,3,2,2
12400945,10,16.25,2,1,3,2,2,2,3,3,3,3,3,2
12406381,10,15.75,2,1,2,2,3,3,2,3,4,3,2,2
12415549,10,16,2,1,3,3,4,4,4,4,3,4,1,2
12410692,10,15.83,1,1,2,3,3,3,3,3,3,2,3,3
12417137,10,16.33,1,1,3,3,3,3,3,3,3,999,3,2
12416675,10,16.08,1,2,2,2,2,3,3,3,2,3,3,2
12410813,10,15.83,1,1,2,2,3,999,2,2,2,2,4,4
12416597,10,15.42,1,2,3,3,3,3,2,3,3,3,2,2
12425824,10,16.08,1,2,3,3,4,3,3,4,3,3,2,2
12416266,10,15.58,1,3,3,3,3,3,3,3,3,3,2,2
12427316,10,16,1,1,1,4,2,3,2,3,2,3,3,3
12423137,10,15.58,1,2,3,3,3,3,3,3,3,3,2,2
12420106,10,15.42,1,1,1,3,2,2,2,2,2,2,3,3
12413181,10,15.75,1,3,3,4,3,3,3,3,3,3,2,2
12430302,10,15.83,1,2,2,3,3,3,2,3,2,3,1,2
12405397,10,16.08,1,2,3,2,3,3,3,3,3,3,3,3
12426230,10,16.17,1,3,3,3,4,4,3,4,4,4,2,2
12425439,10,16,1,2,3,3,3,3,2,3,3,3,2,2
12418549,10,16.17,1,1,2,3,3,3,3,2,3,3,3,4
12430720,10,16.08,2,2,2,3,3,3,1,2,2,3,2,2
12426742,10,15.58,2,1,2,3,3,3,3,3,3,3,2,2
12405358,10,15.92,2,2,3,4,4,4,3,3,4,4,1,1
12416691,10,15.42,2,2,3,3,3,3,2,3,3,3,2,2
12420128,10,15.5,2,1,3,3,3,3,3,3,3,3,3,2
12425047,10,15.5,2,1,3,3,3,3,3,3,3,3,1,1
12411224,10,15.83,2,2,2,4,4,4,4,4,4,4,999,1
12403690,10,15.42,2,2,3,2,2,2,2,2,2,3,2,2
12421609,10,15.58,2,3,4,4,3,3,4,4,4,4,1,2
12419232,10,15.67,2,1,3,2,3,3,3,3,3,3,3,2
12406543,10,16.33,2,3,3,3,3,3,3,3,3,3,1,1
12419160,10,16.08,2,1,2,3,3,2,2,3,2,2,4,2
12417674,10,15.5,2,3,2,4,3,3,2,3,2,2,2,2
12420350,10,15.5,2,3,2,3,3,3,2,3,2,3,2,2
12423145,10,15.83,1,2,3,3,3,3,2,3,3,3,2,3
12408347,10,15.58,1,2,3,3,3,3,3,3,3,3,2,2
12413335,10,15.92,1,2,2,3,3,3,4,4,4,4,2,2
12420986,10,16.33,1,3,1,3,3,3,3,3,4,3,2,2
12404165,10,15.75,1,1,3,4,4,4,2,4,2,4,2,2
12407302,10,15.58,1,2,4,4,4,4,4,4,4,4,1,2
12418355,10,16.33,1,1,4,3,4,4,3,4,4,4,2,2
12400586,10,15.75,1,1,2,3,3,3,2,3,2,3,2,2
12403733,10,15.83,1,3,3,3,3,3,3,3,3,3,2,2
12406783,10,15.92,1,2,3,4,4,4,2,4,3,4,1,1
12407792,10,15.42,1,1,4,3,3,3,3,3,3,3,2,2
12425087,10,15.83,1,2,1,3,3,3,2,3,2,2,2,2
12412408,10,15.75,1,3,3,3,3,3,3,3,3,3,3,2
12420121,10,15.92,1,1,4,3,4,3,3,3,3,3,1,2
12424482,10,15.83,2,3,3,4,2,3,1,3,3,3,2,2
12404343,10,15.42,2,2,2,3,3,3,3,3,3,3,2,2
12422332,10,16,2,2,2,3,3,3,3,4,3,3,1,2
12404338,10,15.5,2,1,3,3,4,4,3,3,4,4,2,1
12403339,10,16.33,2,3,2,4,3,3,4,4,3,4,2,2
12402568,10,15.5,2,3,3,3,3,3,2,3,3,4,1,1
12413993,10,15.58,2,2,3,3,3,3,2,3,2,3,2,2
12400676,10,16.33,2,3,2,3,3,3,3,3,2,3,2,2
12411898,10,16.33,2,3,3,3,3,3,3,3,3,3,2,3
12426800,10,15.58,2,2,3,3,3,3,3,3,3,3,2,2
12406704,10,16.33,2,3,2,3,2,3,2,2,2,3,2,2
12409536,10,15.5,2,1,3,3,3,2,3,3,3,3,2,2
12411342,10,15.58,2,2,3,4,3,3,3,3,2,3,2,2
12423761,10,15.83,2,3,2,3,3,3,2,2,1,3,1,2
12420408,10,15.75,2,1,2,3,3,3,2,3,2,3,3,2
12421090,10,16.17,2,3,4,4,3,4,4,4,2,4,1,1
12429360,11,16.33,2,2,3,4,4,3,3,3,4,4,4,4
12410520,10,15.5,1,3,4,3,4,3,4,4,3,3,2,999
12407884,10,16.17,1,1,1,3,3,3,1,3,1,1,2,2
12414236,10,15.83,1,1,3,3,3,3,3,3,3,3,1,2
12401696,10,16.08,1,2,3,2,3,3,3,3,3,3,3,3
12415966,10,16.08,1,1,3,3,3,3,3,3,3,3,2,2
12404308,10,15.42,1,3,1,1,4,2,1,3,1,1,2,2
12410189,10,15.33,1,1,3,3,3,3,3,3,3,3,3,2
12405544,10,15.83,1,2,3,3,3,3,3,4,4,4,2,2
12401112,10,15.67,1,1,2,2,3,2,2,3,2,2,3,3
12421766,10,15.33,1,1,2,3,3,3,3,3,3,2,3,2
12415782,10,15.58,1,3,2,3,3,3,2,3,2,2,4,3
12422354,10,15.67,1,1,4,4,4,4,4,4,4,4,1,1
12422132,10,15.75,2,1,3,2,3,2,3,2,3,3,2,3
12405743,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12403625,10,15.33,2,1,2,4,1,3,4,2,2,3,1,1
12414493,10,15.83,2,1,2,2,4,4,3,4,3,4,2,2
12406417,10,15.92,2,1,2,3,4,3,3,3,1,3,1,1
12428600,10,15.5,2,1,3,4,3,3,3,3,2,3,3,2
12414141,10,15.75,2,1,4,4,4,4,4,4,4,4,2,2
12427516,10,15.5,2,1,4,4,4,4,4,4,4,4,1,1
12403579,10,15.83,2,3,1,3,3,2,1,2,1,2,2,3
12411559,10,15.75,2,3,4,3,3,3,3,3,2,4,1,2
12400302,10,15.67,2,2,4,3,3,3,3,3,3,3,2,2
12402907,10,16.17,2,1,3,3,3,4,4,3,3,3,3,3
12400150,10,15.92,2,3,3,3,4,3,3,4,3,3,3,2
12408341,11,16.25,2,1,1,1,3,3,4,4,3,4,4,2
12409109,9,15.33,2,1,3,2,2,3,3,3,4,3,2,2
12401502,9,15.33,2,1,3,2,3,3,3,3,4,3,2,2
12421945,10,16.17,1,1,3,3,3,4,4,4,3,3,2,2
12415739,10,15.67,1,1,3,3,3,999,2,3,2,3,1,1
12429110,10,15.83,1,1,4,4,4,4,4,4,4,4,1,2
12407147,10,15.33,1,1,4,3,3,3,3,3,3,3,2,2
12425931,10,16,1,1,3,3,3,3,3,3,3,3,1,1
12419969,10,15.67,1,1,3,2,4,3,3,3,3,3,1,2
12404481,10,15.5,1,1,2,3,3,3,3,3,2,3,3,2
12424392,10,15.58,1,1,3,3,2,2,3,3,4,3,1,999
12424640,10,15.83,1,1,2,3,3,3,1,3,1,3,1,999
12402832,10,15.5,1,1,3,3,3,4,4,3,2,3,2,2
12412308,10,15.58,1,1,2,4,4,4,3,4,2,3,2,2
12417092,10,15.75,1,1,3,3,3,4,2,3,3,3,2,2
12403088,10,15.75,1,1,3,3,3,3,3,3,3,3,2,2
12421464,10,16.25,2,1,1,3,3,3,2,4,2,2,2,2
12417793,10,15.92,2,1,3,3,3,2,3,3,3,3,2,2
12417131,10,15.5,2,1,3,3,3,3,3,3,3,3,2,2
12403818,10,16,2,1,3,4,3,3,3,4,4,4,1,1
12413287,10,16.17,2,1,3,3,3,3,3,3,3,3,2,2
12409642,10,15.58,2,1,1,3,2,2,2,2,2,2,4,4
12401249,10,16,2,1,3,3,2,3,3,3,3,3,2,3
12422580,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12423875,10,16.25,2,1,3,3,3,3,3,3,3,3,3,3
12420917,10,16,2,1,3,4,3,3,4,4,4,3,4,2
12429757,11,16.17,1,1,4,3,3,3,3,3,3,4,1,2
12422819,11,16.25,2,1,3,3,1,1,1,1,1,3,2,2
12419774,9,15.58,1,1,2,3,3,3,2,3,3,3,2,2
12407809,9,15.42,1,1,3,4,3,4,2,4,4,3,3,2
12416703,9,15.75,2,1,3,3,3,4,3,3,1,3,2,2
12400306,9,15.5,2,1,3,2,3,3,3,3,3,3,2,2
12426976,9,15.58,2,1,1,1,4,2,4,3,1,2,1,1
12424950,10,15.67,1,1,3,3,3,3,3,3,3,4,2,2
12430390,10,15.58,1,1,2,3,3,3,2,3,2,3,3,2
12401320,10,15.67,1,1,2,3,3,3,3,3,2,2,2,2
12406361,10,15.67,1,1,3,2,3,2,3,3,3,3,2,2
12413978,10,16.25,1,1,2,4,4,3,3,3,2,3,3,2
12422759,10,15.67,1,1,2,3,3,3,3,3,2,2,3,2
12424296,10,16.33,1,1,3,3,3,3,3,3,3,3,3,2
12426741,10,16,1,1,1,3,2,3,2,2,2,1,4,4
12407734,10,15.42,2,1,3,3,3,3,4,3,4,4,2,2
12416817,10,16.17,2,1,3,3,3,3,3,3,3,3,1,1
12408862,10,15.83,2,1,3,2,999,999,3,999,999,999,2,2
12421379,10,15.92,2,1,3,3,3,2,3,2,3,3,2,2
12429744,10,15.92,2,1,4,4,4,4,3,3,3,4,3,2
12407226,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12412781,10,15.83,2,1,3,4,4,4,4,4,4,4,4,3
12417393,10,15.58,2,3,1,3,2,2,2,3,1,2,2,2
12414629,10,16.08,2,1,3,3,3,3,4,4,3,3,2,2
12422468,10,15.92,2,1,3,3,3,3,3,3,3,3,2,2
12400474,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12416196,10,16.17,2,1,3,4,3,3,3,3,3,4,3,3
12401833,10,15.92,2,1,3,3,3,2,3,2,2,4,2,1
12405151,10,15.5,2,1,3,3,3,3,3,3,3,3,3,3
12411345,10,16.33,2,1,4,4,4,4,4,4,4,4,1,1
12425045,10,16.25,1,1,2,3,4,3,2,3,3,3,2,2
12402423,10,16.25,1,1,3,4,4,4,2,4,3,4,1,1
12419771,10,16.33,1,999,3,3,2,2,3,2,2,2,3,2
12409582,10,15.75,1,1,4,3,3,3,2,3,3,3,2,2
12428180,10,16.17,1,1,3,3,3,3,3,3,3,3,2,2
12404330,10,15.75,1,3,3,3,4,3,3,3,2,3,2,2
12426792,10,16.17,1,1,3,4,4,4,4,4,4,4,1,1
12403721,10,16.08,1,2,1,2,3,3,1,2,2,3,1,2
12425989,10,15.83,1,1,1,3,3,3,2,3,2,3,2,2
12412511,10,16.17,1,1,3,3,2,3,3,3,3,3,2,2
12428252,10,16.08,1,1,2,3,4,3,3,3,2,3,2,2
12421259,10,16.17,2,1,4,3,3,2,3,3,3,3,2,2
12422275,10,16.17,2,1,3,3,3,3,3,3,2,3,3,2
12422207,10,15.92,2,1,3,3,3,3,4,4,4,4,3,2
12417215,10,15.92,2,2,3,4,4,3,3,4,3,4,1,1
12420907,10,16,2,2,3,4,2,3,2,3,3,2,3,2
12403643,10,16.33,2,1,4,4,4,3,4,4,4,4,2,2
12415902,10,15.75,2,3,3,3,4,4,3,4,3,4,1,1
12418204,10,16,2,1,3,4,3,3,3,4,3,3,2,2
12418513,10,16.08,2,999,999,999,999,999,999,999,999,999,999,999
12427581,10,15.58,2,1,3,4,4,4,3,3,2,3,2,2
12423712,10,15.5,2,1,3,3,3,3,3,2,3,3,2,2
12401611,10,16.17,2,2,3,2,3,3,3,3,3,3,2,2
12417038,10,16.33,2,1,3,3,3,3,3,3,3,3,2,2
12404680,10,16.08,2,1,4,4,3,3,2,3,3,2,1,1
12403121,10,15.92,2,999,999,999,999,999,999,999,999,999,999,999
12405685,10,15.67,2,1,3,3,3,3,3,3,3,3,2,2
12401102,9,16.08,1,1,3,2,3,2,3,3,3,3,3,3
12407019,9,16.25,2,1,2,3,3,3,3,3,3,2,2,2
12425771,9,16.08,2,1,4,4,4,3,3,3,3,3,2,2
12418664,9,15.67,2,3,4,4,4,4,4,4,4,4,2,1
12411578,10,15.67,1,1,2,3,3,3,2,3,2,2,2,2
12412763,10,15.75,1,1,3,4,4,4,4,4,4,4,2,2
12413067,10,16,1,1,2,3,3,3,2,4,2,2,3,3
12410291,10,16.08,1,1,3,3,3,2,2,3,2,3,2,2
12416261,10,16,1,1,3,4,4,4,3,4,3,3,1,1
12415236,10,16.08,1,1,2,3,3,3,3,2,2,3,2,2
12400736,10,15.58,1,1,1,4,3,3,1,4,1,1,4,4
12403098,10,15.83,1,1,1,3,3,3,2,3,2,3,2,2
12402894,10,16,1,1,1,1,1,4,1,4,1,999,4,2
12416772,10,16,1,1,3,3,4,4,3,4,4,4,2,1
12424539,10,16.08,1,1,2,4,4,4,2,3,2,3,2,2
12407981,10,15.75,2,1,3,3,4,3,4,3,4,4,1,1
12424760,10,16,2,1,3,4,3,3,4,2,3,3,3,3
12413923,10,16.17,2,2,3,3,3,3,3,4,3,3,1,1
