CNTSTUID,ST001D01T,AGE,ST004D01T,IMMIG,ST082Q01NA,ST082Q02NA,ST082Q03NA,ST082Q08NA,ST082Q09NA,ST082Q12NA,ST082Q13NA,ST082Q14NA,ST034Q02TA,ST034Q05TA
12417952,9,16,2,3,3,3,2,3,1,3,4,4,2,4
12411250,10,15.67,1,3,3,3,3,3,3,3,3,3,3,2
12412278,10,15.67,1,3,4,4,3,3,2,3,3,3,2,2
12401895,10,15.67,1,1,4,3,3,3,4,3,4,4,2,2
12426795,10,15.58,1,1,3,3,3,3,2,3,2,3,3,3
12410070,10,15.67,1,1,3,4,4,4,4,4,4,4,1,1
12414958,10,15.5,1,2,3,3,3,3,3,3,3,3,3,3
12404580,10,16.25,1,1,3,4,1,4,3,4,4,4,1,2
12419825,10,16.08,1,2,1,3,1,1,1,4,1,1,2,4
12417396,10,15.75,1,1,3,3,3,3,2,3,3,3,3,3
12413101,10,15.83,2,3,4,2,4,4,4,2,4,4,2,3
12408946,10,15.42,2,3,3,4,4,3,3,4,4,4,4,1
12420152,10,15.75,2,1,3,3,2,2,3,3,3,3,2,2
12429335,10,16,2,2,4,4,4,4,4,4,4,4,1,2
12430901,10,15.5,2,999,3,2,3,3,3,2,3,3,3,2
12426634,10,15.67,2,1,3,3,3,3,3,3,3,3,4,4
12423339,10,16,2,3,3,3,3,3,3,3,3,3,2,2
12418909,10,15.83,2,3,2,3,3,3,3,3,3,3,2,3
12422119,10,16.25,2,2,4,4,4,4,4,4,4,4,2,2
12408011,10,15.58,2,2,4,4,4,4,4,4,4,4,1,1
12429321,9,15.58,2,1,1,1,1,1,1,1,1,1,1,1
12412859,9,16.33,2,1,3,3,3,4,3,4,4,4,2,2
12418165,10,15.5,1,1,3,3,3,3,3,3,3,3,2,2
12402425,10,16,1,1,2,3,3,3,3,3,3,3,1,2
12402580,10,16,1,1,3,3,3,3,3,3,3,3,2,2
12428830,10,15.83,1,1,1,3,3,3,1,1,1,1,3,3
12428727,10,16.33,2,1,999,999,999,999,999,999,999,999,999,999
12403403,10,16.25,2,1,4,4,4,4,3,4,4,4,1,1
12424270,10,16.08,2,1,3,3,3,3,3,3,3,3,2,2
12425431,10,15.42,2,1,3,3,3,3,3,3,3,3,2,2
12415454,10,15.67,2,1,1,3,3,3,2,3,2,3,3,2
12424380,10,15.67,2,1,3,1,3,3,1,1,3,1,1,2
12418825,10,15.58,2,1,3,3,3,3,3,3,3,3,2,2
12430631,10,15.92,2,1,3,3,3,3,3,4,2,3,2,2
12407330,10,16.33,2,1,2,2,3,3,3,3,2,3,2,1
12418827,9,16.17,1,3,3,3,3,3,2,4,2,3,2,2
12404032,9,15.5,2,3,4,3,3,3,4,4,4,4,2,2
12410554,9,15.42,2,1,2,3,2,3,2,3,2,2,3,3
12428297,9,15.42,2,1,3,3,3,3,2,3,3,2,1,1
12416943,10,16.17,1,1,3,4,4,4,4,4,4,4,1,1
12411535,10,15.83,1,1,3,4,3,3,3,3,3,3,2,2
12425741,10,16.33,1,3,3,3,3,4,3,4,3,4,3,3
12403842,10,16.25,1,1,3,3,3,3,2,3,3,3,3,3
12405079,10,15.92,1,1,2,3,3,3,3,3,2,999,2,2
12401475,10,15.75,1,1,3,3,3,3,3,3,3,3,2,2
12402134,10,15.75,1,1,4,3,4,3,2,3,2,2,3,4
12426004,10,15.42,1,1,2,3,3,3,3,3,3,3,2,2
12416833,10,16.17,1,1,3,3,3,2,3,3,3,3,2,2
12412411,10,15.83,1,1,4,2,2,2,4,4,4,4,2,2
12413763,10,15.75,2,3,1,4,4,4,2,4,2,4,1,1
12407675,10,15.83,2,1,4,3,3,3,3,3,3,3,2,2
12405076,10,15.67,2,1,3,3,3,3,3,3,3,3,2,2
12430138,10,15.5,2,1,4,2,2,2,4,1,3,3,2,2
12413827,10,15.58,2,1,2,3,3,3,3,4,2,4,2,2
12428697,10,16.08,2,1,3,3,3,3,2,3,2,3,2,2
12413187,10,15.83,2,1,4,4,4,4,4,4,4,4,4,4
12410682,10,15.67,2,1,2,3,2,3,1,3,2,3,2,2
12408515,10,15.58,2,2,3,3,3,3,4,3,3,3,2,2
12421453,10,16.33,2,1,1,4,4,4,1,4,1,1,4,4
12411883,10,15.83,2,1,3,3,3,3,3,3,3,3,2,1
12406208,10,15.42,2,1,4,4,4,4,2,3,3,4,1,1
12412023,10,16.33,2,3,3,3,3,3,3,3,3,3,2,2
12409803,10,15.5,2,1,1,3,3,4,2,1,1,1,4,1
12417492,10,15.75,2,2,3,3,3,4,3,4,4,4,1,1
12407914,11,16.33,2,1,3,3,3,3,2,3,2,3,1,1
12402603,10,15.5,1,2,2,4,3,3,4,4,4,4,2,2
12404289,10,15.42,1,1,3,3,3,3,3,3,3,3,3,3
12428866,10,15.67,1,1,3,3,3,4,2,3,2,2,4,2
12420921,10,15.92,1,3,2,3,3,4,3,4,3,3,2,2
12411142,10,16,1,3,3,3,4,3,2,3,3,4,2,2
12424722,10,15.75,1,1,1,3,2,3,2,3,2,1,2,2
12409369,10,15.83,1,3,3,2,3,3,4,3,3,4,2,2
12402272,10,16.08,1,1,3,3,3,3,3,3,3,3,2,2
12427826,10,15.83,1,2,4,3,4,4,4,4,4,4,1,1
12414791,10,15.42,1,3,2,4,4,3,1,4,2,4,3,999
12412371,10,15.67,1,2,3,3,3,3,3,3,3,3,2,2
12430002,10,16.25,2,999,3,3,3,3,3,3,3,3,3,3
12406670,10,15.92,2,3,4,3,3,4,3,2,2,4,1,1
12404114,10,15.58,2,2,2,3,2,3,2,3,3,2,3,3
12425314,10,15.33,2,3,3,3,3,3,3,3,3,3,2,2
12425738,10,16,2,1,3,3,3,3,3,3,3,3,4,3
12426623,10,16.25,2,3,3,4,3,3,4,3,3,3,1,2
12418660,10,15.33,2,3,3,3,3,3,3,3,3,3,1,1
12401283,10,16.25,2,2,3,3,3,3,3,3,3,3,4,4
12419574,10,16,2,3,4,3,3,3,3,4,4,4,1,1
12429521,10,16.17,2,3,4,4,4,4,4,4,4,4,1,2
12406829,10,15.42,2,1,3,3,4,3,3,3,4,4,1,1
12400027,10,15.83,2,2,999,999,999,999,999,999,999,999,999,999
12427397,10,15.92,2,3,4,4,4,4,4,4,4,4,1,2
12425202,10,16.08,2,2,4,3,3,3,4,3,3,3,4,4
12404279,10,15.58,2,1,4,4,4,4,2,3,3,3,1,1
12401351,10,15.42,2,3,3,3,3,3,3,3,3,3,2,2
12428886,10,15.42,2,1,3,4,3,3,2,3,3,3,1,2
12424796,11,16.25,1,2,1,3,2,2,2,3,2,2,3,3
12417295,11,16.25,1,1,3,3,3,3,3,3,3,3,1,1
12414359,11,16.25,2,2,2,4,4,3,3,3,3,3,2,2
12416445,9,15.67,1,1,2,3,3,3,2,3,2,3,2,2
12421071,9,15.42,2,1,2,3,4,4,2,3,2,3,2,1
12407703,10,16.08,1,1,3,3,3,3,3,3,3,3,1,2
12430485,10,15.75,1,1,3,3,3,3,3,3,3,3,2,2
12415515,10,16,1,3,2,3,4,3,3,3,2,2,1,2
12420188,10,15.42,1,1,1,3,3,3,2,3,2,2,3,2
12429187,10,15.75,1,1,4,3,3,4,3,4,4,4,2,2
12418382,10,16.17,1,1,2,3,4,4,2,3,3,3,3,2
12423369,10,16.33,1,1,4,4,1,3,1,2,1,1,3,1
12405961,10,16.08,1,1,3,3,3,4,3,4,3,3,3,2
12411056,10,15.92,1,1,2,3,3,3,2,4,2,3,2,2
12425986,10,16.08,1,1,1,4,4,4,3,3,2,2,2,2
12420068,10,16.33,1,1,2,4,4,4,3,4,3,3,1,1
12414477,10,15.67,1,1,2,3,3,3,3,3,2,2,3,3
12429301,10,15.58,1,1,3,3,4,4,3,4,3,4,4,4
12415273,10,16.08,1,1,2,3,3,3,3,3,2,3,2,2
12426607,10,15.42,1,1,3,4,3,3,3,4,2,3,2,2
12429939,10,16.08,1,1,2,3,4,3,3,3,4,4,1,2
12413718,10,16,1,1,3,3,3,3,3,3,3,3,4,4
12416920,10,15.67,1,1,3,2,3,3,3,3,3,4,3,2
12423372,10,15.83,1,1,2,4,4,3,2,4,4,4,2,1
12402153,10,16,1,1,999,999,3,3,999,3,999,3,2,2
12407108,10,15.75,1,3,3,3,3,3,3,3,3,3,1,1
12422541,10,16.17,1,999,2,3,3,3,3,3,3,3,2,2
12428112,10,16.33,2,1,2,3,3,3,3,3,3,3,3,2
12418161,10,16.08,2,2,4,4,4,4,4,4,4,3,1,1
12426655,10,16.17,2,1,3,3,3,3,4,4,3,3,4,4
12420682,10,15.75,2,999,999,999,999,999,999,999,999,999,999,999
12426893,10,15.75,2,1,2,4,3,4,1,4,2,4,2,2
12427219,10,15.83,2,1,3,3,3,3,3,3,3,3,2,2
12426503,11,16.33,1,1,2,3,3,3,3,4,1,3,2,1
12406131,11,16.25,2,1,3,3,4,3,4,3,2,3,2,2
12400776,9,15.75,1,999,999,999,999,999,999,999,999,999,999,999
12427252,9,15.83,2,1,3,2,3,3,3,3,3,3,2,2
12405344,9,15.5,2,1,1,4,1,2,1,1,1,1,1,2
12421028,9,15.58,2,1,3,2,2,2,2,3,3,3,1,1
12430873,10,15.58,1,1,4,3,3,3,4,3,4,4,2,2
12403053,10,15.75,1,1,2,3,2,3,2,3,2,3,4,1
12429026,10,15.58,1,1,2,3,3,3,2,3,2,2,2,2
12413388,10,16.17,1,2,2,4,3,3,3,3,2,3,1,1
12413538,10,16.17,1,1,3,3,3,3,2,2,3,3,3,999
12424720,10,16.08,1,999,999,999,999,999,999,999,999,999,999,999
12410757,10,15.67,1,1,3,3,3,3,4,3,3,3,4,1
12423781,10,15.67,1,1,3,2,3,4,3,4,3,3,2,2
12400882,10,15.58,1,1,4,4,4,4,4,4,4,4,2,2
12410282,10,16,1,1,3,3,3,3,3,3,3,3,2,2
12423382,10,15.83,2,1,4,2,3,3,4,3,4,4,2,2
12412392,10,15.83,2,2,3,3,4,3,3,3,3,3,2,2
12404284,10,16.33,2,1,3,3,3,3,3,3,3,3,2,2
12418587,10,15.58,2,1,2,2,999,3,2,3,2,999,3,2
12400461,10,15.75,2,1,3,3,3,3,3,3,3,3,4,4
12426667,10,15.75,2,1,4,4,4,4,3,4,4,4,2,2
12409838,10,15.58,2,1,3,3,3,2,3,3,2,3,2,2
12406384,10,15.92,2,1,3,3,3,3,2,3,3,3,2,2
12418762,10,15.92,2,1,4,3,4,3,4,4,4,4,2,2
12405356,9,15.58,1,3,2,3,4,4,4,4,4,3,2,3
12413786,9,15.5,1,3,2,3,3,2,2,3,2,2,3,3
12403172,9,15.67,1,1,2,3,2,2,2,2,2,1,3,2
12413372,9,15.67,1,3,3,3,3,3,3,3,3,3,2,2
12413393,9,15.42,2,1,4,3,3,3,3,3,3,3,2,2
12430405,10,15.58,1,1,2,3,3,3,3,2,3,3,2,2
12402902,10,16,1,2,3,2,2,2,3,3,4,3,1,1
12419244,10,15.67,1,1,4,3,3,3,3,3,3,3,2,2
12414674,10,15.75,1,1,3,3,3,2,2,3,3,3,2,2
12406794,10,15.83,1,1,2,4,3,3,4,3,4,3,3,2
12410560,10,16.08,1,2,3,3,3,3,3,3,3,3,3,2
12424311,10,16.25,1,1,3,3,2,3,4,3,3,3,2,2
12425761,10,15.5,1,2,2,4,2,3,2,3,1,3,2,2
12428292,10,16.25,1,1,3,3,3,4,3,3,3,4,3,2
12413902,10,16.17,1,1,3,3,3,3,3,3,3,3,3,3
12411607,10,16.25,2,3,4,3,3,4,4,4,4,4,2,2
12402821,10,15.5,2,1,4,3,3,3,3,3,4,4,2,2
12420363,10,16.08,2,1,3,3,3,2,3,2,3,2,1,2
12426558,10,16.08,2,1,3,3,4,3,3,3,3,3,1,1
12400373,10,16.08,2,2,4,3,3,3,4,3,3,3,2,1
12419155,10,16.25,2,1,4,4,4,4,4,4,4,4,3,4
12418859,10,15.67,2,1,3,3,3,3,3,3,3,3,1,1
12427457,10,16.25,2,999,1,1,1,1,1,1,1,1,1,1
12425402,9,15.58,2,1,4,4,4,4,4,4,4,4,1,3
12424183,9,15.42,2,1,3,3,3,2,999,4,3,3,3,3
12410284,9,15.33,2,1,1,3,3,3,3,3,3,3,1,1
12411511,10,15.5,1,1,2,4,4,3,2,2,2,4,1,2
12430651,10,15.83,1,1,2,4,999,3,3,4,3,4,4,4
12412514,10,16,1,1,3,3,3,2,3,3,3,3,2,2
12423045,10,15.67,1,1,3,3,3,3,4,3,3,3,2,2
12419579,10,15.5,1,1,2,3,3,3,2,3,3,3,2,2
12419134,10,15.75,1,2,2,3,3,3,3,3,3,3,3,2
12414623,10,15.67,1,1,3,4,4,3,4,4,4,4,2,2
12430384,10,16.17,1,1,3,2,3,3,2,2,2,3,3,3
12424951,10,15.33,1,1,4,4,4,4,2,4,4,4,1,1
12402745,10,15.33,1,1,2,4,3,3,3,3,2,3,2,2
12401109,10,16.25,2,1,2,3,3,3,2,2,2,2,2,2
12408886,10,15.83,2,1,4,3,2,3,3,3,3,3,2,2
12405288,10,15.75,2,1,2,3,3,3,2,3,2,2,3,2
12427578,10,15.5,2,3,3,3,3,3,2,3,3,3,3,2
12428739,10,15.92,2,1,4,3,3,3,2,2,1,2,3,2
12415979,10,15.92,2,1,2,3,4,3,3,4,2,4,3,2
12400958,10,16.08,2,1,3,3,3,3,2,3,2,3,3,3
12413951,10,15.58,2,3,3,4,3,4,4,4,4,4,1,1
12425141,10,16.17,2,1,3,3,3,2,3,3,3,3,3,2
12415644,10,15.58,2,1,3,3,3,3,3,3,3,3,2,2
12414665,10,16.25,2,1,2,3,2,3,3,3,3,3,3,3
12411773,10,16.08,2,1,2,2,2,3,3,3,2,3,3,2
12403709,10,15.58,2,1,4,2,3,3,3,3,3,3,1,1
12425532,10,16.25,2,1,2,3,3,3,3,3,3,3,3,2
12407910,10,15.83,1,1,3,4,3,3,3,4,3,3,3,2
12419617,10,15.83,1,1,2,4,4,4,3,4,3,2,3,3
12416634,10,16.33,1,3,2,4,4,3,2,3,3,3,2,1
12419743,10,16.25,1,3,2,4,3,3,3,3,3,3,2,2
12430210,10,16.33,1,1,4,3,3,3,4,3,4,4,4,2
12400158,10,15.58,1,2,3,3,4,4,4,4,3,3,2,1
12407313,10,16,1,2,4,4,4,4,4,4,4,4,1,2
12402233,10,15.58,1,3,2,3,3,2,4,4,4,4,2,1
12400460,10,15.75,1,3,4,4,4,4,4,4,4,4,2,1
12402736,10,15.83,1,1,3,3,3,3,3,3,3,3,3,3
12403903,10,15.67,1,999,999,999,999,999,999,999,999,999,999,999
12425941,10,16.17,1,1,2,3,2,3,3,3,3,3,1,1
12406571,10,15.67,1,1,3,4,4,4,4,4,4,4,1,1
12410421,10,16.25,1,2,3,3,4,3,3,4,4,4,1,1
12413980,10,15.58,1,3,3,3,3,3,4,4,4,4,2,2
12419842,10,15.67,1,1,999,999,999,999,999,999,999,999,999,999
12413114,10,15.58,2,3,3,3,3,3,4,3,3,3,1,1
12422736,10,15.67,2,1,1,3,3,3,3,3,4,4,2,1
12406330,10,15.83,2,1,2,4,3,3,4,3,2,2,1,2
12417746,10,16.08,2,1,3,3,999,3,3,2,3,3,2,2
12413045,10,16.08,2,3,3,3,3,3,3,3,3,3,2,2
12426245,10,16.08,2,2,2,3,3,3,2,3,3,4,3,3
12406174,10,15.83,2,2,3,3,3,3,3,3,3,3,2,2
12421667,10,15.75,2,1,4,4,4,4,4,4,4,4,4,4
12424021,10,15.5,2,1,3,3,3,3,3,3,3,3,2,2
12402756,10,15.75,2,1,1,3,1,1,2,1,2,1,2,2
12413842,10,15.83,2,1,3,3,3,3,3,3,3,3,3,3
12411570,10,16,2,3,4,4,4,4,4,4,4,4,1,1
12413165,10,15.75,2,1,4,3,4,4,4,4,4,4,1,1
12401712,10,15.5,2,3,3,3,3,3,4,3,4,4,2,2
12407850,10,15.75,2,999,999,999,999,999,999,999,999,999,999,999
12410923,10,15.83,1,1,2,3,3,3,3,3,1,2,3,2
12427725,10,15.5,1,999,4,4,4,4,4,999,4,4,4,4
12424006,10,15.42,1,2,3,4,3,3,4,4,3,3,2,1
12414740,10,15.42,1,1,3,3,3,2,999,3,2,3,4,2
12414124,10,16.17,1,3,2,3,4,3,3,3,4,4,2,3
12415595,10,15.83,1,3,2,4,4,3,4,4,4,4,1,2
12409084,10,15.58,1,1,2,3,3,3,2,3,2,3,2,2
12411331,10,16.17,1,1,2,3,3,3,3,3,3,3,2,2
12421915,10,15.58,1,3,2,4,4,4,3,4,2,3,1,1
12403170,10,16.25,1,1,3,3,3,3,4,4,4,3,2,3
12404842,10,16.25,1,1,2,2,3,3,3,3,2,3,2,2
12425643,10,15.67,2,3,3,3,4,3,3,3,3,4,2,2
12425702,10,15.67,2,2,3,4,3,3,2,3,3,3,2,2
12422945,10,15.83,2,2,3,3,3,3,3,3,3,3,1,1
12403612,10,16.25,2,1,2,3,2,2,2,3,2,2,2,3
12422649,10,15.42,2,999,4,3,4,4,4,4,4,4,2,1
12418020,10,15.58,2,3,3,4,3,2,2,4,3,4,2,2
12414373,10,15.83,2,1,3,3,3,3,3,3,3,3,2,2
12409570,10,15.58,2,3,1,3,4,4,3,4,2,2,3,2
12415198,10,16.08,2,1,3,3,3,3,3,3,3,3,2,2
12414496,10,15.92,2,2,3,3,3,3,3,2,3,3,2,2
12417052,10,15.58,2,1,1,4,2,3,3,2,1,3,2,2
12419954,10,16.17,2,3,3,3,4,3,3,3,3,3,2,2
12430713,10,15.5,2,3,3,4,4,4,4,4,3,4,2,2
12425786,10,16,2,1,3,3,3,3,3,3,3,3,2,2
12417357,11,16.33,1,1,3,3,3,3,3,3,3,3,2,2
12422791,11,16.25,2,2,3,3,4,3,3,3,3,3,2,2
12402912,11,16.25,2,1,1,3,3,3,3,4,3,1,3,2
12408613,9,16,1,1,3,3,4,3,4,3,3,3,2,2
12417216,9,16.25,2,1,3,4,3,3,3,3,2,3,2,2
12415530,9,15.33,2,2,2,3,4,4,3,4,3,3,1,2
12424385,9,15.75,2,1,4,3,3,3,3,3,2,3,1,2
12406155,9,15.42,2,1,1,3,3,3,2,2,2,2,1,1
12428615,9,15.58,2,1,3,3,3,3,3,3,3,3,2,2
12429615,10,15.92,1,1,3,3,3,3,3,3,3,3,2,2
12428139,10,15.58,1,1,3,3,3,4,2,4,3,3,2,2
12419117,10,15.58,1,1,4,3,3,3,4,3,3,3,1,1
12402466,10,15.75,1,1,3,3,3,3,3,3,3,4,1,1
12412755,10,16.33,1,1,3,3,2,2,2,3,2,3,3,2
12417250,10,15.75,1,1,3,3,3,4,4,4,4,4,1,1
12430775,10,16,1,1,2,3,3,2,2,2,2,3,3,2
12408349,10,15.67,1,1,3,3,4,3,3,3,2,3,2,2
12430852,10,15.92,1,1,3,3,3,3,3,3,3,3,2,2
12430053,10,15.75,1,1,2,3,3,3,2,3,1,3,3,3
12428165,10,15.83,1,3,4,3,3,3,2,3,3,3,3,4
12407961,10,15.75,1,1,2,3,2,2,2,2,2,2,3,2
12412058,10,16,1,1,3,4,3,2,2,3,4,3,2,2
12422843,10,15.92,1,1,2,3,3,3,3,3,2,3,2,2
12429168,10,16.33,1,1,3,3,4,3,4,4,4,3,2,2
12423909,10,15.5,2,1,3,2,3,3,3,2,3,3,2,2
12403857,10,15.75,2,1,3,3,1,3,4,3,3,3,3,2
12402763,10,15.58,2,2,2,3,3,2,2,2,3,3,2,2
12409962,10,16.25,2,1,2,3,4,3,2,3,2,3,2,1
12419858,10,16.08,2,3,2,3,4,4,4,4,2,3,2,2
12411817,10,16.25,2,1,4,3,3,2,4,3,4,3,2,2
12401459,10,15.67,2,1,1,3,2,4,1,4,1,1,3,2
12400681,10,16,2,1,3,3,3,3,4,3,4,3,2,2
12402474,10,16.25,2,1,3,3,2,3,2,3,3,3,2,3
12402162,10,16,2,1,3,4,4,3,2,4,3,4,4,4
12426189,10,15.58,2,1,3,3,4,3,4,4,4,999,2,2
12402173,10,16.08,2,1,2,3,3,3,3,3,2,3,1,1
12417487,10,16.08,2,1,4,3,3,4,2,3,4,4,1,2
12400262,10,15.58,2,1,3,2,3,3,2,3,2,2,3,2
12419059,10,16,2,1,4,3,3,3,3,3,4,4,2,2
12416152,11,16.25,2,1,2,3,3,3,3,3,3,3,2,2
12419350,10,15.75,1,3,3,3,3,3,3,3,3,3,2,2
12417943,10,15.75,1,1,2,3,3,3,2,3,2,3,2,2
12407286,10,16.17,1,1,3,3,3,3,2,3,3,2,3,2
12415424,10,16.17,1,1,4,3,3,3,3,4,4,4,2,2
12424676,10,16.17,1,999,999,999,999,999,999,999,999,999,999,999
12410909,10,16.08,1,1,3,3,3,3,3,3,3,3,3,2
12403920,10,16.33,1,1,2,4,4,3,2,3,1,2,3,3
12421577,10,16.08,1,3,3,3,3,4,4,4,4,4,1,2
12401115,10,16.08,1,1,3,2,2,2,3,3,4,4,1,1
12406784,10,15.75,1,1,3,4,3,3,999,4,3,4,1,1
12416752,10,15.42,1,1,3,4,3,3,3,4,3,3,1,2
12429974,10,15.83,1,1,2,4,4,4,3,3,3,3,2,2
12428307,10,15.67,2,1,2,3,3,3,2,3,2,3,3,2
12411871,10,15.67,2,1,3,3,3,3,3,3,3,3,2,2
12407751,10,15.83,2,1,3,3,3,3,3,3,3,3,2,2
12421807,10,15.67,2,1,4,3,3,3,3,3,3,3,2,2
12411102,10,16.33,2,1,4,4,4,4,4,4,4,4,4,4
12409423,10,16.17,2,1,2,4,4,4,3,4,2,3,2,1
12416376,10,15.5,2,1,2,4,3,3,3,2,2,3,1,2
12403968,10,15.75,2,1,3,3,3,3,3,3,3,3,2,2
12405114,10,16.25,2,1,4,3,3,3,3,4,3,3,2,2
12405493,10,15.75,2,1,3,4,3,3,3,4,3,3,3,2
12426068,10,15.92,2,1,1,3,3,3,2,3,2,3,1,2
12427575,10,16,2,1,4,3,3,3,3,3,3,3,2,2
12420772,10,15.42,1,2,3,4,3,3,3,2,2,4,1,1
12415152,10,16.08,1,1,1,3,3,2,3,4,4,4,2,2
12410542,10,15.42,1,3,2,3,3,3,3,3,3,4,1,1
12418712,10,15.75,1,2,2,3,3,4,3,2,2,4,1,2
12429059,10,16.33,1,999,999,999,999,999,999,999,999,999,999,999
12426610,10,15.67,1,1,2,3,3,3,3,3,3,4,3,2
12413444,10,15.5,1,3,1,3,2,3,2,4,2,2,3,2
12409788,10,15.67,1,2,3,3,3,4,2,4,3,3,2,2
12427642,10,16.08,1,1,2,3,3,3,3,3,4,3,2,2
12428570,10,15.92,1,3,3,4,4,3,3,3,3,4,2,3
12415935,10,15.58,1,1,2,2,4,4,2,3,2,4,2,2
12418216,10,15.83,2,1,2,3,2,3,3,4,2,4,2,2
12404164,10,15.67,2,1,3,3,4,3,3,4,3,3,2,2
12403472,10,15.75,2,1,3,3,3,3,3,3,3,3,2,2
12415439,10,16,2,2,3,3,3,3,3,3,4,3,2,2
12428526,10,16.25,2,1,3,3,3,3,3,3,3,4,2,2
12429161,10,16.08,2,999,999,999,999,999,999,999,999,999,999,999
12418457,10,15.58,2,1,4,3,3,3,4,4,1,4,4,4
12406853,10,16.17,2,2,2,2,3,3,4,3,4,999,2,3
12400928,9,15.92,2,1,2,3,3,3,4,3,2,2,1,1
12429228,10,16.33,1,1,4,4,4,4,1,4,4,4,1,1
12420644,10,15.92,1,1,3,3,3,3,1,2,2,3,4,4
12426422,10,15.75,1,1,1,4,3,3,4,3,2,2,1,2
12424812,10,16.17,1,1,3,3,4,3,3,3,3,3,4,4
12421658,10,16.17,2,1,3,3,3,3,2,3,2,3,3,2
12414281,10,16.08,2,1,2,3,3,3,2,3,2,2,3,2
12405171,10,16.08,2,1,3,3,3,3,3,3,3,3,2,2
12430061,9,15.33,1,1,1,3,4,3,2,3,1,3,3,2
12411336,10,15.5,1,1,3,3,3,3,3,3,3,3,2,2
12426248,10,16.08,1,1,2,3,3,3,3,3,2,3,2,2
12409991,10,15.33,1,1,2,3,3,3,2,3,1,3,3,2
12421809,10,15.67,1,1,3,3,3,3,3,2,4,3,3,2
12427044,10,16.08,1,1,3,4,3,3,2,3,2,3,2,2
12422571,10,16.08,2,1,3,3,3,3,3,3,4,4,1,1
12400439,10,15.58,2,3,2,3,4,3,4,4,3,3,1,2
12429930,10,15.83,1,1,3,3,3,3,2,2,3,3,2,2
12406252,10,15.67,1,1,3,3,3,3,3,3,2,3,2,2
12421931,10,16.33,1,1,2,4,4,4,2,4,2,3,3,2
12411788,10,16.08,1,1,3,3,3,3,3,999,3,3,3,2
12421952,10,16.17,1,2,4,4,3,4,3,4,4,4,2,2
12412717,10,15.92,1,999,3,3,3,3,3,3,3,3,2,3
12417340,10,15.58,1,2,2,3,3,3,3,3,3,3,2,2
12419829,10,15.92,1,2,2,3,3,3,3,3,999,2,2,2
12410367,10,15.83,1,2,2,3,3,2,3,3,4,2,2,2
12402735,10,16.33,1,1,3,3,3,3,4,4,4,4,3,2
12408334,10,15.67,1,1,1,2,3,3,2,4,2,3,2,2
12412173,10,16.08,1,1,4,4,4,4,4,4,4,4,4,4
12408175,10,16.25,1,1,3,3,3,3,3,3,3,999,3,3
12428731,10,16.17,1,1,4,4,4,4,4,4,4,4,1,2
12407167,10,15.58,1,1,2,3,3,3,3,3,3,4,1,2
12405734,10,15.83,1,1,2,4,4,4,4,4,4,4,1,2
12409875,10,16.08,1,1,2,4,3,3,2,4,2,3,2,2
12430618,10,15.5,2,1,1,4,4,4,4,4,4,4,1,1
12412703,10,16.33,2,1,1,3,2,3,1,3,1,2,3,2
12424158,10,16,2,1,3,3,3,3,3,3,3,3,1,1
12429605,10,16,2,1,3,3,3,4,4,3,2,4,1,1
12408677,10,15.83,2,1,4,3,3,3,4,3,4,4,4,4
12420431,10,15.5,2,2,4,4,4,4,4,4,4,4,2,3
12403367,10,16.33,2,1,4,3,3,3,3,3,3,3,1,1
12402205,10,16.17,2,1,3,2,2,3,3,3,3,3,1,1
12417178,10,15.67,2,1,3,3,3,2,2,2,3,2,2,2
12421247,10,15.75,2,2,3,3,3,3,3,3,3,3,2,2
12400145,10,15.92,2,1,3,2,2,2,3,3,4,4,3,2
12410176,10,15.83,2,1,3,4,3,3,3,3,2,4,4,4
12403450,10,16.17,2,2,4,4,3,3,3,3,4,4,4,4
12411875,10,16.33,2,1,3,3,3,3,3,3,3,3,4,4
12420768,10,15.5,2,2,3,3,3,3,3,3,3,3,1,1
12428093,10,16.08,2,1,4,3,3,3,3,4,3,3,2,2
12429618,10,15.75,2,2,4,3,3,4,3,4,3,4,2,2
12425541,10,15.92,2,1,3,3,3,3,3,3,2,3,3,2
12427226,9,15.75,1,3,4,3,3,3,4,4,4,4,2,2
12414483,9,15.5,1,1,3,3,3,3,3,3,3,3,3,2
12414714,9,16.08,1,3,4,2,2,3,4,4,4,4,2,3
12407379,9,15.42,2,1,3,3,3,2,3,4,1,2,2,999
12400398,10,15.83,1,1,4,4,4,4,3,4,4,4,2,2
12413384,10,15.67,1,1,3,3,3,3,3,3,3,3,3,3
12424773,10,15.5,1,1,3,3,3,3,2,3,3,3,3,3
12418463,10,16.08,1,999,3,2,3,3,3,3,3,3,2,1
12407065,10,15.92,1,2,3,3,4,3,3,4,3,3,2,2
12403603,10,16.08,1,1,2,3,3,3,2,4,2,3,3,2
12406383,10,16.25,1,1,3,3,3,2,2,2,2,2,3,2
12414305,10,15.67,1,1,2,3,3,3,2,4,2,3,2,2
12417066,10,15.42,1,2,1,3,2,2,3,3,2,1,2,3
12408154,10,15.58,1,1,2,3,3,3,3,3,3,3,2,2
12408944,10,16,1,3,2,3,3,3,2,3,2,3,2,2
12416740,10,16.17,1,1,3,3,3,3,3,3,3,3,2,2
12423676,10,15.58,1,1,4,3,3,3,3,3,3,3,2,2
12413418,10,15.83,1,3,3,3,3,3,3,4,3,3,3,1
